order_id,order_date,customer_id,shipping_method_id,dest_address_id,line_id,book_id,price
51,2022-08-08 03:21:12.813,1424,3,615,11250,1469,9.35
51,2022-08-08 03:21:12.813,1424,3,615,14488,3413,11.3
52,2021-11-23 09:28:04.813,840,3,73,1889,1181,15.92
52,2021-11-23 09:28:04.813,840,3,73,9539,6838,8.82
52,2021-11-23 09:28:04.813,840,3,73,14705,5774,12.72
53,2022-01-29 22:50:23.813,8,3,737,3720,2139,14.04
53,2022-01-29 22:50:23.813,8,3,737,13813,9865,12.79
54,2021-03-23 22:22:19.813,217,3,121,2871,10545,3.01
54,2021-03-23 22:22:19.813,217,3,121,14683,9592,7.67
55,2022-03-29 14:25:40.813,1424,3,226,3534,3411,19.75
55,2022-03-29 14:25:40.813,1424,3,226,8068,10734,5.97
55,2022-03-29 14:25:40.813,1424,3,226,12171,7101,18.27
56,2021-08-02 20:58:22.813,813,3,317,2547,11080,14.45
56,2021-08-02 20:58:22.813,813,3,317,10798,4574,11.72
56,2021-08-02 20:58:22.813,813,3,317,12026,9225,19.26
57,2021-10-13 18:12:58.813,1232,3,569,7460,5702,3.53
58,2021-07-11 03:51:55.813,179,3,233,5959,3977,19.04
58,2021-07-11 03:51:55.813,179,3,233,8601,10332,15.43
59,2023-09-17 08:17:23.813,1114,3,755,4939,8069,4.27
59,2023-09-17 08:17:23.813,1114,3,755,12448,5511,10.32
60,2023-08-30 06:25:54.813,1741,3,175,5012,1680,11.8
60,2023-08-30 06:25:54.813,1741,3,175,13146,3328,18.96
61,2021-02-02 10:55:54.813,118,3,808,6793,882,12.72
61,2021-02-02 10:55:54.813,118,3,808,9339,8426,6.18
62,2020-11-12 00:09:32.813,960,3,48,451,9358,2.88
62,2020-11-12 00:09:32.813,960,3,48,12181,6784,0.64
63,2022-04-05 19:37:24.813,1823,3,306,7353,7072,15.4
63,2022-04-05 19:37:24.813,1823,3,306,11139,230,18.88
63,2022-04-05 19:37:24.813,1823,3,306,12243,2094,13.18
64,2021-04-19 09:38:27.813,1284,3,383,2917,1443,10.24
65,2021-02-06 20:42:28.813,1476,3,57,958,901,6.69
65,2021-02-06 20:42:28.813,1476,3,57,9745,8589,5.95
65,2021-02-06 20:42:28.813,1476,3,57,12827,3261,18.44
66,2023-10-11 06:40:52.813,546,3,546,4859,2698,15.45
66,2023-10-11 06:40:52.813,546,3,546,13532,6252,17.23
66,2023-10-11 06:40:52.813,546,3,546,14162,10072,0.58
67,2021-05-19 08:45:12.813,1005,3,740,7096,2110,10.26
67,2021-05-19 08:45:12.813,1005,3,740,11123,942,7.32
68,2022-04-01 03:36:01.813,76,3,116,1502,10263,14.55
69,2022-03-30 20:37:29.813,1063,3,811,3012,7084,16.81
69,2022-03-30 20:37:29.813,1063,3,811,13218,147,19.92
70,2023-07-16 12:45:16.813,905,3,835,6964,1724,2.2
70,2023-07-16 12:45:16.813,905,3,835,11187,6345,1.14
71,2023-03-24 01:08:29.813,1595,3,285,1913,3698,7.93
72,2021-12-03 06:37:34.813,1046,3,517,593,8969,16.4
72,2021-12-03 06:37:34.813,1046,3,517,7774,6395,14.9
73,2022-04-28 23:12:47.813,1733,3,600,1386,513,3.38
73,2022-04-28 23:12:47.813,1733,3,600,13245,4437,7.07
74,2023-10-15 01:32:27.813,1720,3,775,2964,10824,3.5
74,2023-10-15 01:32:27.813,1720,3,775,14727,2163,7.82
75,2021-07-29 10:16:41.813,1653,3,260,150,2096,1.57
75,2021-07-29 10:16:41.813,1653,3,260,12545,8342,15.9
76,2023-10-20 16:23:45.813,1438,3,349,1470,1657,7.33
77,2021-10-17 03:02:37.813,595,3,613,5514,1302,7.73
78,2021-04-03 03:27:34.813,221,3,380,7499,8862,10.14
79,2021-11-29 11:17:07.813,1667,3,448,138,3971,5.53
80,2022-11-12 09:22:04.813,1474,3,178,3637,5634,15.64
81,2022-01-18 01:48:07.813,1081,3,762,6831,10142,4.88
81,2022-01-18 01:48:07.813,1081,3,762,9329,4991,8.49
82,2022-01-02 20:11:30.813,202,3,145,4390,2654,4.74
83,2020-12-17 01:24:08.813,1736,3,963,1235,3216,5.55
83,2020-12-17 01:24:08.813,1736,3,963,8940,2091,2.37
84,2022-01-17 09:02:57.813,1310,3,68,909,4760,17.88
84,2022-01-17 09:02:57.813,1310,3,68,10982,4324,11.45
85,2021-02-07 09:35:41.813,616,3,190,195,8260,6.77
85,2021-02-07 09:35:41.813,616,3,190,8917,8643,15.98
85,2021-02-07 09:35:41.813,616,3,190,11793,3609,16.48
86,2021-10-13 07:23:17.813,249,3,173,6860,3503,18.35
87,2021-09-09 21:06:08.813,878,3,443,2322,1628,0.75
87,2021-09-09 21:06:08.813,878,3,443,10104,8075,19.4
87,2021-09-09 21:06:08.813,878,3,443,14061,280,13.09
88,2022-12-11 06:56:58.813,570,3,872,918,441,6.61
89,2021-09-06 07:25:17.813,2000,3,727,2864,6460,19.65
90,2022-08-12 12:36:27.813,1063,3,240,6524,8919,8.4
90,2022-08-12 12:36:27.813,1063,3,240,11083,5194,18.81
91,2021-12-04 03:35:41.813,1460,3,716,5490,10931,7.72
91,2021-12-04 03:35:41.813,1460,3,716,12416,5868,4.07
91,2021-12-04 03:35:41.813,1460,3,716,15034,7459,16.1
92,2023-10-06 10:21:36.813,801,3,233,700,9259,19.02
92,2023-10-06 10:21:36.813,801,3,233,10459,2623,17.73
93,2020-12-16 08:40:20.813,1148,3,95,7178,5747,3.97
93,2020-12-16 08:40:20.813,1148,3,95,9753,10024,11.37
93,2020-12-16 08:40:20.813,1148,3,95,14627,10925,12.5
94,2021-09-11 21:33:27.813,861,3,382,4970,10666,6.09
95,2021-11-13 09:41:40.813,260,3,53,6242,3287,7.18
96,2023-05-24 23:40:08.813,1856,3,708,5592,5770,19.43
97,2023-04-21 13:34:07.813,1107,3,567,7414,10031,16.95
97,2023-04-21 13:34:07.813,1107,3,567,10526,5767,13.21
98,2022-12-29 22:17:31.813,1065,3,473,3427,2429,14.64
98,2022-12-29 22:17:31.813,1065,3,473,8922,9445,10.04
99,2021-02-15 17:24:58.813,1048,3,600,5710,3832,3.25
99,2021-02-15 17:24:58.813,1048,3,600,10093,5999,2.18
99,2021-02-15 17:24:58.813,1048,3,600,11811,7247,14.68
100,2023-01-02 18:26:36.813,1397,3,441,5702,8363,3.95
101,2023-08-26 19:04:41.813,741,3,873,6264,7555,5.27
102,2022-03-02 11:50:14.813,915,3,718,3655,8729,14.11
102,2022-03-02 11:50:14.813,915,3,718,10964,145,10.2
102,2022-03-02 11:50:14.813,915,3,718,12012,2163,12.99
103,2022-09-29 09:39:18.813,227,3,944,4598,10071,13.38
103,2022-09-29 09:39:18.813,227,3,944,7714,4266,12.72
104,2021-07-03 21:21:22.813,1545,3,885,4250,1862,1.25
104,2021-07-03 21:21:22.813,1545,3,885,11445,6031,8.63
104,2021-07-03 21:21:22.813,1545,3,885,12726,1617,8.76
105,2021-07-02 18:30:06.813,747,3,343,5069,2379,8.63
105,2021-07-02 18:30:06.813,747,3,343,9587,6857,17.94
106,2023-07-08 08:00:41.813,732,3,943,1564,862,0.66
106,2023-07-08 08:00:41.813,732,3,943,10129,6,7.79
106,2023-07-08 08:00:41.813,732,3,943,13349,10122,8.75
107,2022-01-21 15:41:06.813,439,3,724,2334,5892,15.27
107,2022-01-21 15:41:06.813,439,3,724,8993,219,7.35
108,2021-09-14 20:49:32.813,1875,3,429,6015,7347,18.06
109,2020-12-14 08:13:56.813,1893,3,260,2249,5534,19.79
109,2020-12-14 08:13:56.813,1893,3,260,9035,867,19.42
109,2020-12-14 08:13:56.813,1893,3,260,13893,289,17.12
110,2023-09-09 17:12:41.813,49,3,298,4083,2475,5.57
110,2023-09-09 17:12:41.813,49,3,298,11634,10380,14.01
111,2021-12-04 02:51:55.813,1074,3,772,2114,2392,16.57
111,2021-12-04 02:51:55.813,1074,3,772,12489,10624,0.71
112,2023-06-30 06:15:41.813,313,3,610,187,10055,0.48
112,2023-06-30 06:15:41.813,313,3,610,11514,928,18.81
112,2023-06-30 06:15:41.813,313,3,610,11822,5083,6.08
113,2022-10-19 15:47:14.813,1862,3,540,2291,9999,17.72
113,2022-10-19 15:47:14.813,1862,3,540,13196,10315,3.77
113,2022-10-19 15:47:14.813,1862,3,540,15202,2020,18.66
114,2023-03-09 22:41:13.813,566,3,647,2254,1040,1.11
115,2021-05-04 10:12:25.813,1516,3,424,5322,10212,9.86
115,2021-05-04 10:12:25.813,1516,3,424,7908,9567,16.02
115,2021-05-04 10:12:25.813,1516,3,424,12245,2314,2.2
116,2021-12-01 02:54:13.813,441,3,141,6009,9876,16.29
117,2021-05-17 17:35:02.813,268,3,146,3489,8888,16.88
117,2021-05-17 17:35:02.813,268,3,146,9463,10236,18.55
118,2023-10-08 02:03:00.813,399,3,838,4818,5179,4.12
119,2022-11-27 19:35:17.813,1696,3,580,2380,9986,8.32
119,2022-11-27 19:35:17.813,1696,3,580,10844,1882,19.56
120,2020-12-12 09:02:02.813,1523,3,42,2624,8118,4.73
120,2020-12-12 09:02:02.813,1523,3,42,7848,7789,17.67
121,2023-07-31 23:48:57.813,949,3,174,316,8042,3.36
121,2023-07-31 23:48:57.813,949,3,174,9992,9978,13.0
122,2021-02-14 05:37:12.813,356,3,769,2635,7524,14.54
122,2021-02-14 05:37:12.813,356,3,769,10678,2991,14.1
122,2021-02-14 05:37:12.813,356,3,769,13367,8631,0.83
123,2023-09-23 11:49:13.813,454,3,746,5200,1629,1.95
123,2023-09-23 11:49:13.813,454,3,746,11182,1334,19.85
124,2022-04-29 14:16:00.813,1123,3,651,1379,189,17.19
124,2022-04-29 14:16:00.813,1123,3,651,10174,894,4.45
125,2021-05-31 21:32:52.813,1835,3,979,6005,5944,4.3
125,2021-05-31 21:32:52.813,1835,3,979,11254,8573,17.36
125,2021-05-31 21:32:52.813,1835,3,979,12913,11097,12.44
126,2021-08-31 01:23:33.813,807,3,415,1363,11076,12.44
127,2022-05-28 08:28:31.813,575,3,779,5853,5474,6.65
127,2022-05-28 08:28:31.813,575,3,779,11405,1685,2.75
127,2022-05-28 08:28:31.813,575,3,779,12058,10724,5.79
127,2022-05-28 08:28:31.813,575,3,779,14052,5699,0.63
128,2023-08-29 17:33:03.813,1741,3,5,10,1552,16.45
129,2022-10-26 08:16:51.813,207,3,76,4614,357,18.39
129,2022-10-26 08:16:51.813,207,3,76,9703,4307,4.04
129,2022-10-26 08:16:51.813,207,3,76,14010,1901,4.17
130,2021-06-26 09:08:09.813,695,3,80,542,7187,6.15
131,2023-05-24 19:40:35.813,294,3,966,1382,7445,9.69
131,2023-05-24 19:40:35.813,294,3,966,11564,7561,9.17
132,2022-04-20 05:09:23.813,778,3,70,285,8252,9.5
132,2022-04-20 05:09:23.813,778,3,70,8431,3233,11.25
132,2022-04-20 05:09:23.813,778,3,70,14307,7838,9.04
133,2021-03-21 03:09:46.813,114,3,758,6758,87,9.32
133,2021-03-21 03:09:46.813,114,3,758,8459,7905,12.03
133,2021-03-21 03:09:46.813,114,3,758,12068,10129,0.56
134,2021-08-01 04:42:18.813,1241,3,976,907,10076,0.62
134,2021-08-01 04:42:18.813,1241,3,976,13876,2912,6.31
135,2022-03-08 06:36:57.813,1727,3,378,6307,5692,17.98
135,2022-03-08 06:36:57.813,1727,3,378,12959,8541,12.35
136,2021-09-29 00:26:48.813,1029,3,297,1311,2020,14.23
136,2021-09-29 00:26:48.813,1029,3,297,15347,9974,7.3
137,2021-11-03 14:09:52.813,1771,3,297,3052,5753,11.45
138,2022-11-15 22:52:50.813,166,3,427,7210,6960,0.16
139,2021-09-16 22:18:21.813,1247,3,586,4941,8762,11.18
139,2021-09-16 22:18:21.813,1247,3,586,13157,2685,16.17
140,2021-11-20 16:14:39.813,373,3,504,4679,8533,3.93
140,2021-11-20 16:14:39.813,373,3,504,9446,9322,4.87
141,2023-05-05 23:00:01.813,1825,3,244,4953,8031,18.18
141,2023-05-05 23:00:01.813,1825,3,244,14088,9752,5.71
142,2023-07-28 20:09:54.813,1433,3,623,1122,7364,10.95
142,2023-07-28 20:09:54.813,1433,3,623,11511,669,17.45
143,2022-02-10 05:27:51.813,1885,3,626,515,9403,15.11
144,2021-06-18 07:44:20.813,1444,3,712,2186,8038,4.73
144,2021-06-18 07:44:20.813,1444,3,712,8153,6631,1.49
144,2021-06-18 07:44:20.813,1444,3,712,14427,9521,8.26
145,2020-12-29 06:39:33.813,1378,3,134,95,6094,5.18
145,2020-12-29 06:39:33.813,1378,3,134,9829,5406,16.24
146,2021-10-06 14:34:18.813,753,3,575,1684,10950,10.84
146,2021-10-06 14:34:18.813,753,3,575,9201,6032,14.87
147,2022-02-01 20:58:32.813,915,3,142,1051,6881,9.91
147,2022-02-01 20:58:32.813,915,3,142,9783,10081,1.11
148,2020-12-06 22:26:41.813,1516,3,384,1177,2997,4.58
148,2020-12-06 22:26:41.813,1516,3,384,11632,3118,5.28
148,2020-12-06 22:26:41.813,1516,3,384,13631,7871,19.77
149,2020-11-13 19:09:27.813,196,3,479,912,8146,16.1
149,2020-11-13 19:09:27.813,196,3,479,11210,8852,7.74
149,2020-11-13 19:09:27.813,196,3,479,15046,4937,14.52
150,2022-05-02 23:34:14.813,728,3,417,2287,1529,17.55
150,2022-05-02 23:34:14.813,728,3,417,10445,1342,17.0
151,2022-11-30 14:10:00.813,1872,3,226,6318,8494,19.71
151,2022-11-30 14:10:00.813,1872,3,226,9924,7171,19.78
151,2022-11-30 14:10:00.813,1872,3,226,12996,4146,18.16
152,2023-01-28 09:55:01.813,1672,3,238,7331,7287,17.37
152,2023-01-28 09:55:01.813,1672,3,238,10285,5781,19.89
153,2021-01-01 22:55:21.813,405,3,283,5923,7836,16.5
154,2022-02-13 01:24:59.813,1753,3,617,1154,163,10.19
154,2022-02-13 01:24:59.813,1753,3,617,11209,8458,7.99
154,2022-02-13 01:24:59.813,1753,3,617,11710,2607,8.25
155,2023-02-09 22:45:03.813,1696,3,82,5153,6542,11.94
156,2021-05-20 10:26:26.813,1147,3,604,7263,512,2.76
156,2021-05-20 10:26:26.813,1147,3,604,9615,8996,16.84
157,2021-08-10 00:51:17.813,426,3,96,3215,10612,2.9
158,2022-07-21 20:03:31.813,1905,3,191,235,10433,18.87
158,2022-07-21 20:03:31.813,1905,3,191,8973,4096,8.47
158,2022-07-21 20:03:31.813,1905,3,191,13720,3035,7.18
159,2021-05-28 19:29:25.813,1099,3,842,6697,4467,12.51
160,2021-02-27 03:38:08.813,1838,3,656,2475,2442,10.28
160,2021-02-27 03:38:08.813,1838,3,656,11450,4136,17.4
160,2021-02-27 03:38:08.813,1838,3,656,12609,4496,8.17
161,2022-11-13 17:07:14.813,1492,3,140,7301,3980,15.42
161,2022-11-13 17:07:14.813,1492,3,140,10270,7936,4.22
162,2022-06-06 19:19:38.813,1183,3,423,5120,9273,18.3
162,2022-06-06 19:19:38.813,1183,3,423,9330,5896,4.71
162,2022-06-06 19:19:38.813,1183,3,423,12332,3465,3.57
163,2022-11-23 13:05:16.813,343,3,590,2522,3739,12.32
163,2022-11-23 13:05:16.813,343,3,590,8144,1232,9.75
163,2022-11-23 13:05:16.813,343,3,590,11675,10428,0.78
164,2023-03-27 15:54:35.813,415,3,485,1274,6858,6.39
164,2023-03-27 15:54:35.813,415,3,485,9532,708,3.78
164,2023-03-27 15:54:35.813,415,3,485,15253,3836,6.57
165,2020-12-08 07:36:15.813,1351,3,331,4463,2869,18.16
165,2020-12-08 07:36:15.813,1351,3,331,8877,10712,0.12
166,2021-11-21 12:41:48.813,1311,3,444,4783,2757,19.48
166,2021-11-21 12:41:48.813,1311,3,444,8686,1811,0.92
166,2021-11-21 12:41:48.813,1311,3,444,13318,10789,4.54
167,2020-12-23 06:24:18.813,926,3,755,2565,9657,3.51
167,2020-12-23 06:24:18.813,926,3,755,14903,9649,2.42
168,2022-08-14 06:10:10.813,561,3,699,1821,6226,11.3
168,2022-08-14 06:10:10.813,561,3,699,10516,3451,10.12
168,2022-08-14 06:10:10.813,561,3,699,13409,4072,9.16
169,2022-10-11 05:34:40.813,444,3,441,5795,4162,4.14
169,2022-10-11 05:34:40.813,444,3,441,12778,10857,8.92
170,2021-03-08 02:16:13.813,1250,3,97,5229,8616,7.68
170,2021-03-08 02:16:13.813,1250,3,97,8454,1188,1.62
170,2021-03-08 02:16:13.813,1250,3,97,12259,1070,11.8
170,2021-03-08 02:16:13.813,1250,3,97,14168,9909,1.36
171,2021-10-02 03:26:21.813,1913,3,765,5568,8468,16.84
172,2022-02-19 16:53:41.813,1225,3,88,864,3056,13.78
173,2022-04-01 23:35:25.813,369,3,398,3536,9523,15.91
174,2022-04-13 03:57:55.813,487,3,229,6221,248,6.74
174,2022-04-13 03:57:55.813,487,3,229,7562,227,15.4
175,2020-11-05 04:06:53.813,543,3,363,6136,2206,15.36
175,2020-11-05 04:06:53.813,543,3,363,10750,1991,11.38
176,2022-03-09 01:20:39.813,563,3,105,7014,3380,5.67
177,2021-11-08 07:43:04.813,1217,3,658,1667,8579,15.89
177,2021-11-08 07:43:04.813,1217,3,658,8948,4245,19.59
178,2023-09-22 11:48:17.813,295,3,730,4494,9309,5.31
179,2023-02-10 07:36:15.813,631,3,92,5680,1943,18.31
179,2023-02-10 07:36:15.813,631,3,92,11299,7574,12.63
180,2021-12-19 16:29:11.813,1579,3,531,5770,10228,0.1
180,2021-12-19 16:29:11.813,1579,3,531,12487,8708,14.67
181,2022-12-02 12:53:50.813,1708,3,860,893,8060,1.05
182,2022-06-16 08:59:34.813,1624,3,788,5917,2408,7.74
182,2022-06-16 08:59:34.813,1624,3,788,9965,1572,3.21
183,2022-06-27 20:40:45.813,656,3,71,4321,3917,6.59
184,2022-03-28 14:02:07.813,1716,3,87,3479,8990,15.56
185,2021-11-27 00:16:11.813,1572,3,571,4255,2906,17.78
186,2020-12-23 21:51:44.813,406,3,615,2800,10284,6.05
186,2020-12-23 21:51:44.813,406,3,615,10087,9952,9.94
186,2020-12-23 21:51:44.813,406,3,615,13590,8472,3.1
187,2022-09-06 07:02:11.813,1124,3,572,5414,1875,15.41
188,2022-01-14 17:39:55.813,14,3,627,5392,3808,14.36
188,2022-01-14 17:39:55.813,14,3,627,10065,1386,18.11
189,2022-04-12 01:21:42.813,638,3,773,4576,9325,7.66
189,2022-04-12 01:21:42.813,638,3,773,12844,607,14.99
190,2022-11-02 12:29:18.813,1767,3,865,1537,4249,2.74
190,2022-11-02 12:29:18.813,1767,3,865,13674,5369,18.77
191,2023-01-07 08:14:09.813,244,3,606,6726,4208,4.12
192,2021-09-03 19:22:27.813,1769,3,201,1427,4593,0.45
192,2021-09-03 19:22:27.813,1769,3,201,15291,4234,9.18
193,2022-01-25 13:37:00.813,26,3,49,270,6092,1.22
193,2022-01-25 13:37:00.813,26,3,49,9031,517,19.07
193,2022-01-25 13:37:00.813,26,3,49,13297,4847,12.36
194,2023-01-20 14:24:29.813,337,3,322,4107,10651,0.8
194,2023-01-20 14:24:29.813,337,3,322,9173,6262,16.89
194,2023-01-20 14:24:29.813,337,3,322,12756,944,1.16
194,2023-01-20 14:24:29.813,337,3,322,15070,4935,8.11
195,2020-11-14 13:43:50.813,619,3,494,1425,1372,0.51
195,2020-11-14 13:43:50.813,619,3,494,9388,2597,4.98
195,2020-11-14 13:43:50.813,619,3,494,12426,8146,16.57
196,2021-08-19 01:06:50.813,479,3,964,6946,1790,18.63
196,2021-08-19 01:06:50.813,479,3,964,11264,4050,1.87
197,2023-08-23 11:05:26.813,1203,3,662,1576,9457,2.76
197,2023-08-23 11:05:26.813,1203,3,662,11101,5303,18.94
197,2023-08-23 11:05:26.813,1203,3,662,14813,10974,19.97
198,2023-04-29 05:51:37.813,1761,3,938,7035,7458,19.36
198,2023-04-29 05:51:37.813,1761,3,938,12513,8422,11.87
199,2022-08-29 02:40:11.813,1331,3,593,6728,6219,4.88
199,2022-08-29 02:40:11.813,1331,3,593,7800,5559,2.02
199,2022-08-29 02:40:11.813,1331,3,593,13319,4438,18.22
199,2022-08-29 02:40:11.813,1331,3,593,14622,2441,19.66
200,2022-02-08 13:23:52.813,1347,3,451,2405,4416,6.47
200,2022-02-08 13:23:52.813,1347,3,451,10551,4172,3.5
201,2022-11-26 16:04:09.813,1896,3,858,4194,1553,1.75
201,2022-11-26 16:04:09.813,1896,3,858,10657,10636,2.88
201,2022-11-26 16:04:09.813,1896,3,858,12071,9519,7.37
202,2022-03-01 01:48:25.813,768,3,707,2455,3522,13.18
202,2022-03-01 01:48:25.813,768,3,707,8205,2695,11.91
203,2022-07-10 05:29:09.813,1645,3,113,5524,1631,8.02
203,2022-07-10 05:29:09.813,1645,3,113,13098,6868,10.29
203,2022-07-10 05:29:09.813,1645,3,113,14652,9664,11.71
204,2022-03-05 10:22:38.813,1307,3,148,2773,5570,1.41
204,2022-03-05 10:22:38.813,1307,3,148,7876,9067,2.15
